ride_id,driver_id,customer_id,car_type,pick_up_location,drop_location,pickup_time,drop_time,total_duration,distance,rate_per_km,fare,ride_status
RID037310,DRV06590,CUS17345,Sedan,Kurla,Powai,2026-03-23 13:17:51,2026-03-23 14:35:51,78,18.57,15,328.55,cancelled
RID037311,DRV04394,CUS13901,SUV,Andheri,Bandra,2025-08-15 15:17:31,2025-08-15 16:02:31,45,6.52,19,173.88,completed
RID037312,DRV05823,CUS20518,SUV,Ghatkopar,Santacruz,2026-03-15 20:58:51,2026-03-15 22:08:51,70,16.5,19,363.5,completed
RID037313,DRV03762,CUS10544,SUV,Borivali,Andheri,2025-07-03 03:25:03,2025-07-03 04:14:03,49,1.03,19,69.57,cancelled
RID037314,DRV07199,CUS00893,SUV,Kurla,Juhu,2025-12-01 22:22:32,2025-12-01 23:26:32,64,7.85,19,199.15,completed
RID037315,DRV02057,CUS37685,Hatchback,Borivali,Santacruz,2026-02-24 11:53:49,2026-02-24 12:24:49,31,7.35,11,130.85,completed
RID037316,DRV00951,CUS15208,Hatchback,Andheri,Malad,2026-04-13 01:47:49,2026-04-13 02:48:49,61,23.49,11,308.39,cancelled
RID037317,DRV03796,CUS21574,Sedan,Vile Parle,Santacruz,2026-03-21 02:37:51,2026-03-21 03:36:51,59,13.99,15,259.85,completed
RID037318,DRV03889,CUS42333,SUV,Andheri,Powai,2026-02-01 18:54:28,2026-02-01 20:21:28,87,8.01,19,202.19,cancelled
RID037319,DRV00052,CUS22443,SUV,Malad,Juhu,2025-07-10 10:40:10,2025-07-10 11:21:10,41,29.35,19,607.65,cancelled
RID037320,DRV06361,CUS36016,Sedan,Borivali,Juhu,2026-04-10 04:56:21,2026-04-10 06:17:21,81,16.82,15,302.3,cancelled
RID037321,DRV08492,CUS09187,SUV,Dadar,Powai,2025-10-28 15:04:31,2025-10-28 16:18:31,74,11.13,19,261.47,completed
RID037322,DRV08968,CUS39005,Hatchback,Juhu,Powai,2025-11-04 20:36:44,2025-11-04 21:38:44,62,8.05,11,138.55,completed
RID037323,DRV03618,CUS13145,SUV,Powai,Malad,2026-04-10 12:47:41,2026-04-10 13:29:41,42,15.95,19,353.05,completed
RID037324,DRV07942,CUS24294,Sedan,Vile Parle,Dadar,2025-06-12 22:55:16,2025-06-13 00:09:16,74,12.0,15,230.0,cancelled
RID037325,DRV04232,CUS38429,Sedan,Powai,Malad,2025-10-01 17:31:14,2025-10-01 18:31:14,60,5.87,15,138.05,completed
RID037326,DRV05658,CUS31541,Sedan,Malad,Vile Parle,2026-01-01 19:31:32,2026-01-01 19:54:32,23,6.78,15,151.7,completed
RID037327,DRV08867,CUS36066,SUV,Santacruz,Ghatkopar,2026-03-25 16:11:45,2026-03-25 17:01:45,50,2.33,19,94.27,completed
RID037328,DRV07713,CUS43202,SUV,Powai,Andheri,2025-11-26 06:46:45,2025-11-26 07:40:45,54,29.5,19,610.5,completed
RID037329,DRV02088,CUS02060,Sedan,Santacruz,Bandra,2025-08-14 13:29:49,2025-08-14 14:24:49,55,13.74,15,256.1,completed
RID037330,DRV07257,CUS34541,Sedan,Borivali,Mulund,2025-11-08 17:29:53,2025-11-08 18:42:53,73,12.74,15,241.1,completed
RID037331,DRV05141,CUS21375,Sedan,Malad,Juhu,2025-11-23 15:55:07,2025-11-23 16:29:07,34,28.18,15,472.7,completed
RID037332,DRV07156,CUS20822,SUV,Bandra,Malad,2026-03-18 05:49:56,2026-03-18 06:12:56,23,21.67,19,461.73,completed
RID037333,DRV02085,CUS02818,SUV,Dadar,Andheri,2025-08-27 21:03:57,2025-08-27 22:01:57,58,22.83,19,483.77,completed
RID037334,DRV07523,CUS35457,SUV,Andheri,Borivali,2025-11-28 01:38:27,2025-11-28 03:07:27,89,10.43,19,248.17,completed
RID037335,DRV02133,CUS14329,Hatchback,Juhu,Andheri,2025-09-28 20:34:25,2025-09-28 21:22:25,48,3.29,11,86.19,cancelled
RID037336,DRV01139,CUS39715,Sedan,Andheri,Kurla,2025-11-15 03:38:58,2025-11-15 04:49:58,71,23.32,15,399.8,completed
RID037337,DRV01503,CUS49231,SUV,Dadar,Juhu,2025-10-07 00:02:35,2025-10-07 00:33:35,31,27.83,19,578.77,completed
RID037338,DRV08716,CUS43373,Hatchback,Vile Parle,Ghatkopar,2025-08-08 10:55:57,2025-08-08 11:43:57,48,21.17,11,282.87,completed
RID037339,DRV05787,CUS39409,SUV,Santacruz,Kurla,2025-08-16 01:53:27,2025-08-16 03:08:27,75,16.54,19,364.26,cancelled
RID037340,DRV01851,CUS42267,SUV,Powai,Borivali,2025-08-24 00:12:19,2025-08-24 00:44:19,32,21.15,19,451.85,cancelled
RID037341,DRV02618,CUS13359,Hatchback,Vile Parle,Ghatkopar,2025-12-09 15:08:29,2025-12-09 16:00:29,52,3.62,11,89.82,cancelled
RID037342,DRV05032,CUS45504,SUV,Juhu,Ghatkopar,2026-04-10 08:09:53,2026-04-10 08:41:53,32,2.79,19,103.01,completed
RID037343,DRV05385,CUS23052,Sedan,Bandra,Juhu,2026-02-17 17:52:22,2026-02-17 18:52:22,60,25.03,15,425.45,completed
RID037344,DRV03445,CUS45553,SUV,Andheri,Bandra,2025-12-05 11:35:02,2025-12-05 13:02:02,87,1.96,19,87.24,completed
RID037345,DRV02103,CUS24403,SUV,Powai,Borivali,2025-09-12 05:31:07,2025-09-12 07:00:07,89,29.69,19,614.11,completed
RID037346,DRV09242,CUS12803,Sedan,Bandra,Ghatkopar,2025-11-10 01:18:45,2025-11-10 02:28:45,70,12.06,15,230.9,completed
RID037347,DRV08434,CUS02909,Hatchback,Kurla,Malad,2025-12-02 22:04:16,2025-12-02 22:29:16,25,1.88,11,70.68,cancelled
RID037348,DRV02020,CUS19680,Hatchback,Kurla,Mulund,2025-09-26 22:01:18,2025-09-26 23:28:18,87,11.06,11,171.66,cancelled
RID037349,DRV03893,CUS15371,SUV,Bandra,Powai,2025-10-31 22:28:15,2025-10-31 23:39:15,71,6.85,19,180.15,cancelled
RID037350,DRV00056,CUS42660,SUV,Malad,Mulund,2025-10-29 12:22:16,2025-10-29 13:13:16,51,11.54,19,269.26,completed
RID037351,DRV07981,CUS37202,Sedan,Kurla,Ghatkopar,2026-02-26 03:54:57,2026-02-26 05:15:57,81,7.79,15,166.85,completed
RID037352,DRV05429,CUS40771,Hatchback,Kurla,Borivali,2025-09-30 22:33:41,2025-09-30 23:46:41,73,19.0,11,259.0,completed
RID037353,DRV00008,CUS30934,Hatchback,Andheri,Bandra,2025-10-08 11:33:37,2025-10-08 12:12:37,39,20.6,11,276.6,completed
RID037354,DRV02880,CUS35812,Sedan,Mulund,Malad,2025-12-11 20:50:51,2025-12-11 22:05:51,75,11.12,15,216.8,completed
RID037355,DRV01882,CUS35708,Sedan,Borivali,Kurla,2025-07-16 08:35:39,2025-07-16 09:16:39,41,2.2,15,83.0,completed
RID037356,DRV05363,CUS13856,Sedan,Juhu,Mulund,2025-12-13 19:52:10,2025-12-13 21:16:10,84,10.35,15,205.25,completed
RID037357,DRV02754,CUS27473,Sedan,Ghatkopar,Dadar,2025-08-01 03:11:06,2025-08-01 04:15:06,64,29.22,15,488.3,completed
RID037358,DRV02064,CUS16473,Sedan,Mulund,Malad,2026-02-21 07:29:10,2026-02-21 08:55:10,86,13.59,15,253.85,cancelled
RID037359,DRV00935,CUS21349,SUV,Kurla,Vile Parle,2025-11-03 22:03:54,2025-11-03 22:58:54,55,16.0,19,354.0,completed
RID037360,DRV07145,CUS27105,Sedan,Borivali,Juhu,2026-03-26 14:30:37,2026-03-26 15:07:37,37,25.88,15,438.2,completed
RID037361,DRV08068,CUS13155,SUV,Bandra,Powai,2026-03-22 22:21:12,2026-03-22 23:36:12,75,21.6,19,460.4,completed
RID037362,DRV00684,CUS10814,SUV,Kurla,Ghatkopar,2026-03-22 06:09:14,2026-03-22 07:22:14,73,15.74,19,349.06,cancelled
RID037363,DRV03375,CUS16986,Sedan,Powai,Borivali,2026-03-25 08:32:26,2026-03-25 09:24:26,52,3.21,15,98.15,completed
RID037364,DRV07869,CUS16779,Hatchback,Mulund,Santacruz,2026-05-04 17:57:54,2026-05-04 18:25:54,28,19.12,11,260.32,completed
RID037365,DRV07656,CUS25293,Sedan,Andheri,Mulund,2026-05-25 09:41:10,2026-05-25 10:23:10,42,26.53,15,447.95,cancelled
RID037366,DRV01949,CUS10312,SUV,Dadar,Bandra,2026-04-03 11:55:33,2026-04-03 12:42:33,47,9.56,19,231.64,completed
RID037367,DRV04038,CUS27734,SUV,Bandra,Andheri,2025-08-24 11:17:06,2025-08-24 11:59:06,42,24.79,19,521.01,completed
RID037368,DRV01127,CUS09684,SUV,Vile Parle,Juhu,2026-04-18 06:52:55,2026-04-18 08:06:55,74,6.71,19,177.49,cancelled
RID037369,DRV01793,CUS20379,SUV,Ghatkopar,Kurla,2025-09-12 19:09:27,2025-09-12 20:39:27,90,23.34,19,493.46,completed
RID037370,DRV02231,CUS01636,SUV,Andheri,Dadar,2025-06-26 00:31:35,2025-06-26 01:02:35,31,18.51,19,401.69,completed
RID037371,DRV09152,CUS18342,Hatchback,Kurla,Vile Parle,2026-04-12 15:53:58,2026-04-12 16:52:58,59,23.98,11,313.78,cancelled
RID037372,DRV00944,CUS04183,SUV,Juhu,Dadar,2026-04-03 22:53:12,2026-04-04 00:09:12,76,17.99,19,391.81,completed
RID037373,DRV09471,CUS04886,SUV,Andheri,Kurla,2026-01-16 13:06:00,2026-01-16 14:18:00,72,7.7,19,196.3,cancelled
RID037374,DRV04297,CUS20416,Hatchback,Kurla,Santacruz,2025-06-20 08:29:55,2025-06-20 09:24:55,55,20.37,11,274.07,completed
RID037375,DRV06999,CUS38409,Sedan,Juhu,Andheri,2026-04-10 03:11:25,2026-04-10 03:31:25,20,12.35,15,235.25,completed
RID037376,DRV07487,CUS16840,SUV,Andheri,Bandra,2026-02-12 15:09:39,2026-02-12 15:57:39,48,22.1,19,469.9,completed
RID037377,DRV04479,CUS38658,Sedan,Dadar,Kurla,2026-04-03 08:46:20,2026-04-03 10:10:20,84,24.83,15,422.45,completed
RID037378,DRV04469,CUS11229,SUV,Vile Parle,Juhu,2025-07-21 00:18:47,2025-07-21 01:21:47,63,29.0,19,601.0,completed
RID037379,DRV07409,CUS26753,Sedan,Kurla,Mulund,2025-12-26 11:52:41,2025-12-26 13:06:41,74,11.97,15,229.55,completed
RID037380,DRV04856,CUS22812,Sedan,Kurla,Juhu,2025-09-13 03:44:01,2025-09-13 04:53:01,69,12.95,15,244.25,cancelled
RID037381,DRV06256,CUS03703,SUV,Andheri,Ghatkopar,2025-06-20 17:46:33,2025-06-20 19:11:33,85,9.62,19,232.78,completed
RID037382,DRV00641,CUS49769,SUV,Santacruz,Vile Parle,2026-05-02 19:00:36,2026-05-02 20:19:36,79,11.77,19,273.63,cancelled
RID037383,DRV01811,CUS43285,SUV,Juhu,Ghatkopar,2025-08-07 18:21:18,2025-08-07 19:37:18,76,15.38,19,342.22,completed
RID037384,DRV09335,CUS15828,Sedan,Kurla,Borivali,2025-10-12 15:41:51,2025-10-12 16:36:51,55,21.25,15,368.75,cancelled
RID037385,DRV00684,CUS35411,SUV,Andheri,Kurla,2025-08-10 23:53:04,2025-08-11 00:59:04,66,13.64,19,309.16,completed
RID037386,DRV09607,CUS05445,SUV,Bandra,Dadar,2025-06-29 02:59:59,2025-06-29 04:04:59,65,18.19,19,395.61,cancelled
RID037387,DRV07233,CUS10507,Hatchback,Borivali,Ghatkopar,2026-02-28 01:58:56,2026-02-28 02:54:56,56,16.64,11,233.04,completed
RID037388,DRV01707,CUS14214,Hatchback,Borivali,Juhu,2026-02-21 21:01:43,2026-02-21 22:25:43,84,14.07,11,204.77,completed
RID037389,DRV00721,CUS35193,SUV,Juhu,Borivali,2026-03-15 01:29:00,2026-03-15 02:42:00,73,15.48,19,344.12,completed
RID037390,DRV06194,CUS20297,Sedan,Malad,Kurla,2025-08-07 06:17:06,2025-08-07 07:28:06,71,4.8,15,122.0,completed
RID037391,DRV06555,CUS31668,Sedan,Borivali,Vile Parle,2025-12-16 22:38:50,2025-12-16 23:58:50,80,28.17,15,472.55,completed
RID037392,DRV04443,CUS01702,Sedan,Mulund,Andheri,2025-10-31 23:01:40,2025-11-01 00:13:40,72,20.93,15,363.95,completed
RID037393,DRV08438,CUS18269,Sedan,Andheri,Bandra,2025-06-11 19:43:21,2025-06-11 20:12:21,29,23.79,15,406.85,completed
RID037394,DRV05036,CUS17559,SUV,Ghatkopar,Powai,2025-12-20 18:05:08,2025-12-20 18:38:08,33,6.43,19,172.17,completed
RID037395,DRV03699,CUS31282,SUV,Santacruz,Powai,2026-01-07 20:16:42,2026-01-07 21:37:42,81,12.76,19,292.44,completed
RID037396,DRV06954,CUS21496,SUV,Vile Parle,Malad,2025-08-25 06:34:24,2025-08-25 07:53:24,79,11.79,19,274.01,completed
RID037397,DRV06899,CUS02765,SUV,Powai,Vile Parle,2026-03-19 22:07:10,2026-03-19 22:45:10,38,15.45,19,343.55,completed
RID037398,DRV00271,CUS05085,Sedan,Borivali,Bandra,2025-12-23 04:26:04,2025-12-23 05:20:04,54,19.12,15,336.8,completed
RID037399,DRV02704,CUS44616,SUV,Malad,Borivali,2025-12-11 07:12:03,2025-12-11 08:20:03,68,23.24,19,491.56,completed
RID037400,DRV09273,CUS21281,Sedan,Borivali,Powai,2026-04-22 05:44:05,2026-04-22 06:59:05,75,3.92,15,108.8,completed
RID037401,DRV00832,CUS05305,Sedan,Juhu,Malad,2025-08-18 15:20:58,2025-08-18 15:46:58,26,27.65,15,464.75,completed
RID037402,DRV03787,CUS01495,Hatchback,Kurla,Vile Parle,2025-09-20 19:53:43,2025-09-20 20:45:43,52,23.88,11,312.68,completed
RID037403,DRV08707,CUS22060,SUV,Vile Parle,Powai,2025-10-25 07:30:07,2025-10-25 08:47:07,77,28.18,19,585.42,completed
RID037404,DRV01773,CUS27279,Sedan,Powai,Ghatkopar,2026-05-23 04:22:27,2026-05-23 05:52:27,90,25.08,15,426.2,cancelled
RID037405,DRV08996,CUS10702,SUV,Juhu,Dadar,2025-08-30 23:41:26,2025-08-31 00:09:26,28,24.18,19,509.42,cancelled
RID037406,DRV05153,CUS46152,SUV,Vile Parle,Kurla,2025-09-04 01:18:44,2025-09-04 01:44:44,26,20.86,19,446.34,completed
RID037407,DRV04652,CUS17057,Sedan,Powai,Santacruz,2026-02-20 23:04:56,2026-02-21 00:22:56,78,21.59,15,373.85,completed
RID037408,DRV07561,CUS21618,SUV,Andheri,Kurla,2026-01-27 09:45:56,2026-01-27 10:09:56,24,16.69,19,367.11,completed
RID037409,DRV05100,CUS30183,Sedan,Mulund,Vile Parle,2026-04-27 00:24:38,2026-04-27 01:26:38,62,10.13,15,201.95,completed
RID037410,DRV04449,CUS47211,SUV,Vile Parle,Andheri,2026-02-08 23:24:20,2026-02-08 23:48:20,24,1.48,19,78.12,completed
RID037411,DRV02389,CUS39320,SUV,Malad,Juhu,2025-08-20 00:23:54,2025-08-20 01:18:54,55,1.92,19,86.48,completed
RID037412,DRV04493,CUS26963,SUV,Dadar,Vile Parle,2026-05-21 22:57:37,2026-05-22 00:19:37,82,15.35,19,341.65,completed
RID037413,DRV07018,CUS43297,Sedan,Malad,Kurla,2025-08-16 00:03:16,2025-08-16 00:35:16,32,18.91,15,333.65,completed
RID037414,DRV08864,CUS11696,SUV,Ghatkopar,Santacruz,2025-07-02 06:18:47,2025-07-02 07:11:47,53,19.9,19,428.1,cancelled
RID037415,DRV05177,CUS19908,SUV,Vile Parle,Andheri,2026-02-07 08:46:02,2026-02-07 09:45:02,59,20.54,19,440.26,completed
RID037416,DRV04069,CUS49737,SUV,Kurla,Mulund,2026-05-01 10:22:07,2026-05-01 10:56:07,34,25.43,19,533.17,completed
RID037417,DRV02413,CUS48731,Hatchback,Mulund,Vile Parle,2026-02-27 21:46:33,2026-02-27 22:29:33,43,7.38,11,131.18,completed
RID037418,DRV05887,CUS31683,Sedan,Borivali,Vile Parle,2026-03-25 08:06:54,2026-03-25 09:16:54,70,2.28,15,84.2,completed
RID037419,DRV08800,CUS11762,Sedan,Dadar,Bandra,2026-02-08 22:42:08,2026-02-08 23:32:08,50,9.64,15,194.6,cancelled
RID037420,DRV09400,CUS43109,SUV,Santacruz,Bandra,2025-10-10 06:07:35,2025-10-10 07:22:35,75,15.7,19,348.3,completed
RID037421,DRV00001,CUS02511,Sedan,Vile Parle,Borivali,2026-04-07 09:44:03,2026-04-07 10:22:03,38,15.2,15,278.0,cancelled
RID037422,DRV09933,CUS33591,Hatchback,Santacruz,Ghatkopar,2026-04-26 02:50:27,2026-04-26 03:18:27,28,24.85,11,323.35,completed
RID037423,DRV03780,CUS41713,SUV,Ghatkopar,Vile Parle,2026-05-21 02:42:08,2026-05-21 03:21:08,39,23.85,19,503.15,completed
RID037424,DRV02520,CUS05616,SUV,Santacruz,Andheri,2026-05-16 12:06:18,2026-05-16 13:25:18,79,1.19,19,72.61,completed
RID037425,DRV07683,CUS06112,SUV,Andheri,Juhu,2026-01-16 02:35:53,2026-01-16 03:41:53,66,23.44,19,495.36,completed
RID037426,DRV01006,CUS21716,SUV,Dadar,Kurla,2026-04-10 10:35:51,2026-04-10 11:08:51,33,6.26,19,168.94,completed
RID037427,DRV05690,CUS30466,SUV,Borivali,Mulund,2026-03-04 12:14:48,2026-03-04 12:52:48,38,14.32,19,322.08,completed
RID037428,DRV01652,CUS05198,SUV,Powai,Andheri,2026-04-11 19:56:12,2026-04-11 21:17:12,81,24.8,19,521.2,completed
RID037429,DRV02369,CUS18105,Sedan,Bandra,Powai,2026-02-09 12:06:02,2026-02-09 13:17:02,71,23.96,15,409.4,completed
RID037430,DRV03401,CUS23250,SUV,Andheri,Santacruz,2026-04-11 11:08:29,2026-04-11 12:32:29,84,20.52,19,439.88,cancelled
RID037431,DRV09341,CUS27261,Hatchback,Dadar,Vile Parle,2025-12-20 09:14:18,2025-12-20 09:54:18,40,2.21,11,74.31,completed
RID037432,DRV01224,CUS34826,SUV,Malad,Andheri,2025-12-16 04:23:03,2025-12-16 05:27:03,64,19.32,19,417.08,cancelled
RID037433,DRV04441,CUS00443,SUV,Kurla,Ghatkopar,2025-11-22 16:11:06,2025-11-22 16:45:06,34,1.22,19,73.18,completed
RID037434,DRV03473,CUS36181,SUV,Malad,Bandra,2025-12-04 19:43:37,2025-12-04 20:41:37,58,17.33,19,379.27,completed
RID037435,DRV07181,CUS22971,SUV,Powai,Vile Parle,2025-12-07 06:29:20,2025-12-07 07:18:20,49,21.28,19,454.32,completed
RID037436,DRV00707,CUS08117,SUV,Dadar,Andheri,2026-05-09 08:44:19,2026-05-09 10:09:19,85,9.18,19,224.42,cancelled
RID037437,DRV05288,CUS47867,Hatchback,Vile Parle,Borivali,2026-04-08 22:49:08,2026-04-09 00:08:08,79,16.12,11,227.32,completed
RID037438,DRV01078,CUS47429,Hatchback,Vile Parle,Andheri,2025-09-26 11:16:14,2025-09-26 11:46:14,30,19.99,11,269.89,completed
RID037439,DRV07876,CUS04236,Sedan,Powai,Borivali,2026-02-27 17:43:11,2026-02-27 18:47:11,64,10.65,15,209.75,cancelled
RID037440,DRV03850,CUS42812,SUV,Mulund,Vile Parle,2025-08-19 09:19:59,2025-08-19 10:28:59,69,17.83,19,388.77,completed
RID037441,DRV09579,CUS43907,Sedan,Ghatkopar,Juhu,2025-11-25 17:39:31,2025-11-25 18:58:31,79,28.29,15,474.35,cancelled
RID037442,DRV06913,CUS31061,SUV,Ghatkopar,Kurla,2025-11-18 01:12:13,2025-11-18 01:42:13,30,3.28,19,112.32,completed
RID037443,DRV07093,CUS31300,SUV,Vile Parle,Malad,2026-05-15 14:41:51,2026-05-15 16:09:51,88,4.2,19,129.8,completed
RID037444,DRV02028,CUS07062,Hatchback,Juhu,Dadar,2026-03-01 16:09:23,2026-03-01 16:40:23,31,5.25,11,107.75,completed
RID037445,DRV02821,CUS46985,SUV,Ghatkopar,Bandra,2025-08-10 20:29:21,2025-08-10 21:11:21,42,19.12,19,413.28,completed
RID037446,DRV02455,CUS02784,SUV,Santacruz,Malad,2025-12-04 22:25:05,2025-12-04 23:18:05,53,12.89,19,294.91,completed
RID037447,DRV01026,CUS20888,SUV,Powai,Juhu,2025-09-18 23:19:54,2025-09-19 00:12:54,53,7.15,19,185.85,completed
RID037448,DRV05402,CUS47015,Hatchback,Malad,Juhu,2025-07-12 20:18:14,2025-07-12 21:24:14,66,2.93,11,82.23,completed
RID037449,DRV06335,CUS45058,Hatchback,Kurla,Mulund,2025-11-05 02:17:48,2025-11-05 02:54:48,37,1.06,11,61.66,completed
RID037450,DRV02881,CUS01833,SUV,Santacruz,Andheri,2025-11-13 02:02:44,2025-11-13 02:25:44,23,20.06,19,431.14,completed
RID037451,DRV01843,CUS39185,Sedan,Powai,Andheri,2025-06-03 15:58:43,2025-06-03 16:59:43,61,28.31,15,474.65,completed
RID037452,DRV01153,CUS03991,Sedan,Andheri,Vile Parle,2025-07-14 09:17:18,2025-07-14 10:46:18,89,5.98,15,139.7,completed
RID037453,DRV05190,CUS28994,SUV,Mulund,Kurla,2025-08-22 15:24:28,2025-08-22 16:11:28,47,19.05,19,411.95,completed
RID037454,DRV05881,CUS03474,Sedan,Dadar,Malad,2025-09-07 10:02:57,2025-09-07 10:27:57,25,28.6,15,479.0,completed
RID037455,DRV07888,CUS00381,Hatchback,Vile Parle,Mulund,2025-09-11 05:46:22,2025-09-11 07:11:22,85,23.42,11,307.62,completed
RID037456,DRV02898,CUS04145,SUV,Kurla,Vile Parle,2026-02-07 01:33:20,2026-02-07 02:47:20,74,3.5,19,116.5,completed
RID037457,DRV06952,CUS25297,SUV,Dadar,Bandra,2026-04-14 15:22:43,2026-04-14 15:54:43,32,27.17,19,566.23,cancelled
RID037458,DRV05689,CUS14442,Hatchback,Vile Parle,Malad,2026-04-05 08:26:58,2026-04-05 09:47:58,81,11.24,11,173.64,completed
RID037459,DRV04020,CUS41825,Sedan,Juhu,Vile Parle,2025-08-02 02:23:14,2025-08-02 03:50:14,87,9.5,15,192.5,completed
RID037460,DRV06578,CUS49132,SUV,Mulund,Santacruz,2026-02-28 03:37:01,2026-02-28 04:41:01,64,8.18,19,205.42,completed
RID037461,DRV09444,CUS28511,Sedan,Juhu,Mulund,2026-03-05 22:03:43,2026-03-05 23:00:43,57,25.67,15,435.05,cancelled
RID037462,DRV03458,CUS48168,SUV,Malad,Santacruz,2025-10-25 02:10:48,2025-10-25 03:27:48,77,13.73,19,310.87,completed
RID037463,DRV01065,CUS00508,Sedan,Malad,Andheri,2026-03-11 23:57:45,2026-03-12 00:59:45,62,4.69,15,120.35,completed
RID037464,DRV09352,CUS41172,Sedan,Andheri,Mulund,2025-11-03 06:30:49,2025-11-03 07:48:49,78,22.56,15,388.4,completed
RID037465,DRV03525,CUS48279,Sedan,Mulund,Dadar,2026-05-24 06:06:32,2026-05-24 07:18:32,72,5.78,15,136.7,completed
RID037466,DRV04247,CUS44880,Sedan,Dadar,Ghatkopar,2026-01-05 02:19:34,2026-01-05 03:26:34,67,28.51,15,477.65,completed
RID037467,DRV08107,CUS45812,SUV,Andheri,Vile Parle,2025-12-13 11:25:40,2025-12-13 11:47:40,22,4.81,19,141.39,completed
RID037468,DRV07621,CUS11884,SUV,Juhu,Bandra,2026-02-27 14:22:50,2026-02-27 15:32:50,70,1.37,19,76.03,completed
RID037469,DRV06338,CUS24089,Sedan,Andheri,Kurla,2025-11-14 02:24:38,2025-11-14 03:35:38,71,3.08,15,96.2,completed
RID037470,DRV01824,CUS10711,SUV,Juhu,Santacruz,2025-11-26 12:59:24,2025-11-26 14:00:24,61,20.92,19,447.48,cancelled
RID037471,DRV09624,CUS46613,Sedan,Kurla,Bandra,2025-10-26 10:48:25,2025-10-26 11:49:25,61,17.58,15,313.7,completed
RID037472,DRV02733,CUS01393,SUV,Borivali,Dadar,2026-02-25 22:38:07,2026-02-25 23:49:07,71,17.43,19,381.17,completed
RID037473,DRV05541,CUS46362,Sedan,Mulund,Malad,2025-06-13 07:28:24,2025-06-13 08:39:24,71,25.67,15,435.05,cancelled
RID037474,DRV02526,CUS24414,Hatchback,Ghatkopar,Santacruz,2026-03-05 23:37:16,2026-03-06 01:03:16,86,21.87,11,290.57,completed
RID037475,DRV02728,CUS09265,SUV,Andheri,Borivali,2026-05-20 17:02:42,2026-05-20 17:36:42,34,15.54,19,345.26,cancelled
RID037476,DRV03834,CUS27971,Sedan,Dadar,Santacruz,2026-01-10 00:43:51,2026-01-10 01:40:51,57,2.82,15,92.3,completed
RID037477,DRV06299,CUS24352,Sedan,Santacruz,Ghatkopar,2025-10-10 10:04:22,2025-10-10 10:37:22,33,14.79,15,271.85,completed
RID037478,DRV07310,CUS03746,SUV,Mulund,Borivali,2026-02-22 21:43:39,2026-02-22 22:47:39,64,16.97,19,372.43,completed
RID037479,DRV00030,CUS39281,SUV,Powai,Santacruz,2026-06-01 22:19:58,2026-06-01 22:41:58,22,25.37,19,532.03,completed
RID037480,DRV03240,CUS09402,Sedan,Powai,Juhu,2025-07-06 11:02:25,2025-07-06 12:07:25,65,4.64,15,119.6,completed
RID037481,DRV09142,CUS07471,Hatchback,Ghatkopar,Vile Parle,2025-09-14 10:39:09,2025-09-14 12:07:09,88,24.79,11,322.69,completed
RID037482,DRV02189,CUS16633,SUV,Malad,Mulund,2026-01-22 00:25:55,2026-01-22 01:52:55,87,5.06,19,146.14,completed
RID037483,DRV09538,CUS27687,SUV,Powai,Santacruz,2026-04-11 02:17:46,2026-04-11 03:17:46,60,4.24,19,130.56,completed
RID037484,DRV09307,CUS28938,Sedan,Vile Parle,Santacruz,2025-12-28 15:01:54,2025-12-28 15:58:54,57,11.15,15,217.25,completed
RID037485,DRV05960,CUS11712,SUV,Santacruz,Dadar,2026-05-18 18:38:11,2026-05-18 19:15:11,37,15.07,19,336.33,completed
RID037486,DRV08110,CUS14378,Sedan,Mulund,Andheri,2026-05-31 23:44:42,2026-06-01 00:31:42,47,29.77,15,496.55,completed
RID037487,DRV02724,CUS25858,Sedan,Andheri,Powai,2026-05-27 23:22:56,2026-05-28 00:18:56,56,11.64,15,224.6,completed
RID037488,DRV04918,CUS47140,SUV,Ghatkopar,Malad,2026-01-16 21:47:52,2026-01-16 22:57:52,70,6.63,19,175.97,completed
RID037489,DRV00693,CUS28982,SUV,Santacruz,Dadar,2026-01-04 20:36:36,2026-01-04 21:36:36,60,26.98,19,562.62,cancelled
RID037490,DRV07061,CUS47356,Sedan,Dadar,Powai,2025-06-04 18:32:48,2025-06-04 18:54:48,22,14.71,15,270.65,cancelled
RID037491,DRV08099,CUS28721,SUV,Powai,Bandra,2026-02-26 17:56:21,2026-02-26 19:04:21,68,15.48,19,344.12,completed
RID037492,DRV04631,CUS30247,Sedan,Powai,Andheri,2026-03-10 15:51:07,2026-03-10 16:46:07,55,1.01,15,65.15,completed
RID037493,DRV03637,CUS14610,SUV,Santacruz,Mulund,2026-05-10 14:08:53,2026-05-10 15:27:53,79,7.51,19,192.69,completed
RID037494,DRV03431,CUS37342,Sedan,Bandra,Kurla,2026-01-04 21:57:58,2026-01-04 22:19:58,22,26.36,15,445.4,completed
RID037495,DRV00280,CUS33021,Sedan,Kurla,Juhu,2026-02-03 07:12:10,2026-02-03 08:34:10,82,8.28,15,174.2,completed
RID037496,DRV00670,CUS07053,SUV,Kurla,Juhu,2025-12-02 13:51:10,2025-12-02 14:32:10,41,20.84,19,445.96,completed
RID037497,DRV03861,CUS06825,SUV,Mulund,Bandra,2026-05-28 08:41:43,2026-05-28 10:01:43,80,8.9,19,219.1,completed
